Rainfall_mm,Temperature_C,Humidity_%,Soil_Type,Crop_Type,Fertilizer_Used,Irrigation_Status,Region,Crop_Yield_tons_per_hectare
811.41,30.27,56.04,Loamy,Cotton,Compost,No,South,2.18
1099.28,27.2,69.11,Peaty,Rice,NPK,No,East,4.268
842.85,31.06,62.38,Loamy,Rice,NPK,Yes,Central,6.016
745.34,21.64,43.9,Sandy,Maize,DAP,Yes,West,5.631
748.63,34.3,49.75,Sandy,Rice,Urea,No,West,3.19
954.36,26.22,59.6,Clay,Wheat,Compost,Yes,East,3.187
568.37,27.89,49.44,Peaty,Cotton,Urea,Yes,West,2.131
722.29,25.43,56.4,Clay,Sugarcane,Urea,Yes,Central,77.471
887.7,30.03,59.24,Sandy,Rice,DAP,No,South,4.592
399.88,32.27,54.28,Clay,Wheat,DAP,Yes,North,3.208
695.16,22.04,53.55,Peaty,Sugarcane,DAP,No,Central,74.583
803.5,26.65,56.63,Peaty,Cotton,Compost,Yes,Central,2.583
491.44,27.85,38.33,Unknown,Sugarcane,Urea,No,North,62.934
788.09,29.18,50.95,Silty,Wheat,Urea,No,North,3.399
712.23,25.54,49.83,Loamy,Soybean,NPK,Yes,South,4.009
776.38,24.84,51.98,Peaty,Soybean,Urea,Yes,South,3.139
814.08,31.43,53.31,Sandy,Sugarcane,Compost,No,South,56.796
773.37,29.54,60.27,Sandy,Maize,Urea,Yes,West,6.639
731.86,28.08,68.81,Loamy,Sugarcane,DAP,No,Central,91.582
417.09,33.25,37.54,Peaty,Rice,Urea,No,North,3.642
419.16,20.31,46.78,Sandy,Rice,Urea,Yes,Central,4.687
521.99,30.99,43.51,Peaty,Soybean,Compost,Yes,Central,3.08
637.01,28.87,42.03,Sandy,Maize,None,Yes,South,5.271
1031.02,19.73,56.4,Peaty,Wheat,Urea,No,South,2.951
541.14,32.83,42.4,Clay,Rice,DAP,Yes,Central,4.502
1002.08,29.95,61.9,Peaty,Soybean,NPK,No,South,2.939
731.57,30.62,53.33,Peaty,Cotton,Compost,No,West,1.581
728.74,25.48,52.19,Loamy,Soybean,NPK,Yes,North,4.445
592.8,30.81,54.32,Clay,Rice,Urea,Yes,Central,4.924
610.71,23.35,40.76,Silty,Rice,None,Yes,North,4.421
668.25,20.27,45.26,Loamy,Soybean,DAP,No,West,3.576
918.67,26.93,61.21,Silty,Wheat,DAP,Yes,South,3.482
997.15,30.38,51.75,Sandy,Sugarcane,NPK,Yes,East,73.148
776.29,32.07,39.19,Silty,Rice,Compost,No,West,4.559
1109.88,27.75,75.02,Peaty,Soybean,Compost,Yes,East,2.444
549.62,27.37,53.73,Silty,Soybean,NPK,Yes,North,3.881
631.09,32.07,60.75,Loamy,Maize,Compost,Yes,Central,6.641
813.84,25.33,50.47,Loamy,Sugarcane,Urea,No,South,98.236
655.31,24.19,42.05,Silty,Cotton,NPK,Yes,West,2.578
933.27,35.09,60.97,Loamy,Wheat,Urea,Yes,South,3.511
986.28,25.61,50.91,Loamy,Cotton,NPK,No,East,2.606
806.23,31.58,64.28,Silty,Sugarcane,None,Yes,East,68.538
654.3,33.8,54.99,Clay,Sugarcane,DAP,No,Central,68.107
920.94,28.05,59.98,Clay,Sugarcane,DAP,Yes,East,81.384
702.26,28.32,55.69,Sandy,Cotton,Urea,Yes,Central,2.103
1030.42,35.99,76.88,Loamy,Sugarcane,Urea,Yes,West,60.199
764.52,20.46,60.53,Silty,Soybean,None,Yes,Central,2.932
1189.34,20.38,62.17,Loamy,Cotton,Urea,Yes,East,2.031
447.39,31.08,50.04,Peaty,Sugarcane,DAP,Yes,North,66.748
703.28,24.96,47.11,Loamy,Soybean,NPK,Yes,Central,3.959
1084.3,31.31,57.49,Loamy,Maize,NPK,Yes,South,7.049
312.93,26.72,56.27,Clay,Sugarcane,Compost,Yes,North,56.461
664.99,31.16,53.64,Silty,Cotton,Compost,Yes,Central,2.365
993.1,22.59,65.96,Loamy,Rice,NPK,Yes,South,5.793
539.11,30.07,43.67,Clay,Sugarcane,None,No,North,56.325
614.82,24.5,59.07,Sandy,Rice,Compost,Yes,Central,4.418
573.24,30.6,49.88,Clay,Soybean,Compost,Yes,West,2.857
904.26,38.82,60.76,Clay,Maize,Urea,No,South,3.671
414.43,22.98,48.77,Clay,Wheat,Urea,Yes,West,3.73
1018.69,25.23,61.83,Loamy,Maize,Compost,Yes,East,7.393
808.88,26.36,55.3,Loamy,Sugarcane,None,Yes,Central,79.649
645.68,27.005000000000003,63.19,Sandy,Rice,NPK,No,Central,4.616
666.0,15.54,41.28,Peaty,Rice,None,Yes,South,4.229
623.19,27.17,56.73,Peaty,Cotton,Compost,No,Central,2.069
981.44,25.91,60.05,Peaty,Rice,NPK,No,East,4.926
538.52,25.94,43.12,Sandy,Cotton,NPK,Yes,Central,2.153
554.59,28.47,68.2,Peaty,Soybean,Compost,No,North,2.878
675.81,28.77,45.91,Peaty,Wheat,DAP,Yes,West,3.436
1180.39,28.69,49.07,Clay,Sugarcane,Compost,Yes,East,47.671
975.26,21.61,67.15,Loamy,Cotton,NPK,Yes,East,2.868
666.76,25.75,49.39,Loamy,Wheat,DAP,No,West,4.031
567.36,25.54,61.54,Clay,Rice,None,Yes,West,4.662
928.42,29.64,40.56,Clay,Rice,Urea,Yes,East,4.973
755.63,22.17,69.94,Clay,Wheat,NPK,No,West,3.613
864.83,27.97,64.84,Loamy,Rice,Compost,No,South,5.589
773.99,35.04,53.82,Peaty,Soybean,NPK,No,West,2.785
542.98,13.7,37.0,Clay,Soybean,DAP,Yes,North,2.318
378.43,26.15,36.92,Sandy,Wheat,None,Yes,North,2.304
796.06,17.08,50.39,Clay,Cotton,Compost,Yes,South,2.144
1012.76,27.0,65.96,Silty,Cotton,DAP,No,West,2.506
534.93,31.18,43.8,Clay,Wheat,Compost,Yes,North,2.827
457.7,24.45,32.75,Loamy,Cotton,DAP,No,Central,2.072
479.25,31.63,51.41,Clay,Cotton,DAP,Yes,West,2.425
793.07,33.8,63.83,Silty,Soybean,DAP,No,South,2.983
516.01,29.01,67.9,Sandy,Cotton,NPK,No,West,2.313
835.12,24.43,48.5,Peaty,Maize,Compost,No,East,4.721
1219.35,29.68,57.03,Clay,Sugarcane,NPK,Yes,East,60.135
649.7,35.4,29.04,Silty,Rice,DAP,Yes,North,4.248
970.03,20.34,47.02,Silty,Maize,DAP,Yes,East,6.916
811.91,32.54,47.71,Sandy,Cotton,None,Yes,South,1.796
525.75,20.56,43.37,Loamy,Soybean,Compost,Yes,North,3.464
1167.12,19.41,59.07,Clay,Wheat,None,No,South,1.375
770.24,20.83,60.14,Silty,Cotton,Urea,Yes,South,2.609
763.43,26.8,59.36,Sandy,Soybean,Urea,No,East,2.8
1100.1,33.31,57.89,Peaty,Sugarcane,NPK,Yes,East,66.738
1051.22,16.94,61.15,Silty,Cotton,NPK,Yes,South,2.306
1217.75,31.95,53.49,Sandy,Wheat,Urea,Yes,East,2.528
947.15,26.23,54.42,Loamy,Soybean,DAP,No,East,3.433
948.72,21.49,48.64,Loamy,Soybean,NPK,Yes,East,3.669
951.84,29.96,53.12,Silty,Soybean,Compost,No,West,2.805
989.32,24.63,74.63,Silty,Sugarcane,NPK,Yes,South,99.78
687.24,38.29,54.91,Clay,Cotton,DAP,No,Central,1.611
975.51,29.49,54.76,Sandy,Sugarcane,DAP,Yes,South,71.673
484.6,27.28,53.51,Silty,Rice,None,Yes,North,5.155
1045.18,30.24,57.74,Clay,Rice,Urea,No,East,3.789
1042.75,33.72,74.33,Clay,Cotton,Compost,No,East,1.645
825.13,34.2,59.32,Silty,Sugarcane,NPK,Yes,Central,87.082
402.26,31.64,38.76,Loamy,Wheat,Urea,No,North,3.591
703.31,33.88,64.62,Sandy,Soybean,DAP,Yes,West,3.075
725.01,33.02,59.45,Sandy,Soybean,Compost,No,South,2.225
931.33,31.55,62.36,Loamy,Cotton,Compost,Yes,West,2.663
487.12,25.03,56.35,Silty,Rice,Compost,Yes,North,5.285
451.77,33.29,54.87,Sandy,Rice,DAP,Yes,Central,3.943
966.6,24.86,63.43,Silty,Soybean,Compost,No,North,3.276
621.84,28.32,51.14,Silty,Cotton,Compost,No,Central,1.975
664.24,25.12,60.54,Clay,Sugarcane,NPK,Yes,West,84.916
395.7,30.37,46.54,Loamy,Rice,Urea,No,West,5.217
542.05,33.4,61.47,Silty,Sugarcane,Compost,Yes,North,75.55
800.91,24.97,60.0,Peaty,Rice,None,No,North,3.707
1105.74,19.94,63.61,Loamy,Rice,Compost,Yes,East,4.958
444.87,32.05,53.96,Sandy,Maize,NPK,Yes,Central,5.763
885.52,32.18,58.97,Clay,Rice,Compost,Yes,East,5.024
1037.73,34.82,70.95,Sandy,Wheat,NPK,Yes,South,2.887
995.5,31.47,67.5,Sandy,Cotton,None,Yes,South,1.512
477.1,31.58,50.13,Loamy,Cotton,Urea,No,North,2.199
709.56,23.41,28.12,Sandy,Sugarcane,DAP,Yes,West,56.593
720.28,30.69,61.31,Silty,Rice,DAP,No,South,5.938
703.95,37.73,57.41,Sandy,Wheat,DAP,No,South,2.37
626.01,24.24,71.94,Clay,Sugarcane,Urea,Yes,East,79.069
1138.81,20.91,52.38,Clay,Maize,NPK,Yes,East,5.725
884.22,27.7,55.94,Peaty,Sugarcane,Urea,No,South,67.857
550.63,31.69,38.64,Clay,Sugarcane,Compost,No,North,51.149
539.52,28.08,44.97,Sandy,Rice,NPK,No,East,4.234
892.55,35.92,70.31,Clay,Maize,Urea,No,South,5.33
732.66,22.7,41.34,Loamy,Sugarcane,None,Yes,West,65.908
686.58,19.42,42.59,Clay,Wheat,NPK,No,East,3.775
906.63,34.15,62.77,Silty,Wheat,Compost,Yes,South,3.171
690.02,19.96,55.35,Loamy,Cotton,DAP,Yes,Central,2.701
930.2,28.59,55.97,Peaty,Maize,Urea,No,East,5.484
896.14,34.01,37.39,Silty,Maize,NPK,No,Central,5.899
1160.15,28.08,73.33,Sandy,Cotton,Urea,No,East,1.508
1497.65,23.51,68.07,Sandy,Sugarcane,NPK,Yes,East,41.683
518.06,33.36,42.2,Sandy,Maize,NPK,No,Central,4.357
614.3,27.85,54.86,Silty,Wheat,Urea,No,North,3.374
1124.98,25.9,72.55,Silty,Wheat,NPK,No,South,3.46
559.76,35.22,46.79,Silty,Rice,Urea,Yes,North,4.367
803.69,25.12,50.88,Loamy,Maize,None,No,North,6.952
954.74,24.0,59.38,Loamy,Sugarcane,Urea,Yes,South,92.404
388.0,22.49,50.82,Sandy,Cotton,Compost,No,West,1.595
357.12,33.08,50.95,Clay,Cotton,DAP,No,North,1.729
462.95,29.14,47.29,Sandy,Sugarcane,NPK,No,North,59.738
536.77,24.56,60.58,Peaty,Soybean,Compost,Yes,North,3.039
835.77,19.81,49.69,Loamy,Rice,Urea,Yes,West,5.674
986.55,34.04,58.35,Silty,Cotton,Compost,Yes,East,2.048
879.89,24.64,56.18,Loamy,Maize,DAP,Yes,Central,7.324
716.19,17.9,42.0,Silty,Rice,NPK,No,Central,5.725
651.86,27.44,55.94,Peaty,Maize,NPK,Yes,West,7.086
506.21,32.16,50.87,Peaty,Wheat,DAP,Yes,North,3.576
847.3,30.6,55.42,Loamy,Rice,DAP,No,Central,6.071
669.42,27.41,57.44,Silty,Cotton,Urea,Yes,West,2.658
790.12,24.79,54.24,Peaty,Rice,Compost,No,South,4.723
749.81,24.2,66.28,Sandy,Rice,DAP,Yes,Central,4.969
831.4,33.38,60.39,Sandy,Rice,DAP,Yes,South,4.482
473.11,17.24,52.46,Silty,Soybean,Urea,No,North,2.621
877.4,22.25,52.16,Loamy,Rice,DAP,Yes,Central,6.897
626.1,26.52,37.42,Peaty,Maize,None,Yes,West,4.961
1320.19,17.03,72.83,Loamy,Wheat,DAP,Yes,East,2.667
810.29,25.91,41.1,Sandy,Sugarcane,Compost,Yes,Central,59.535
585.13,20.87,49.56,Peaty,Rice,NPK,No,Central,5.526
574.84,29.37,58.54,Loamy,Cotton,NPK,No,Central,2.583
513.89,24.13,43.34,Clay,Rice,DAP,Yes,Central,5.247
740.89,25.0,51.13,Silty,Cotton,Compost,No,West,2.224
521.51,23.78,39.28,Silty,Maize,NPK,No,West,6.519
660.16,30.38,45.83,Clay,Cotton,Urea,No,East,1.947
402.28,26.66,41.68,Sandy,Sugarcane,DAP,Yes,West,67.029
484.38,31.73,45.99,Peaty,Wheat,Urea,No,West,2.734
600.53,33.04,53.04,Silty,Cotton,DAP,Yes,North,2.41
537.61,25.56,52.6,Clay,Cotton,DAP,No,North,2.029
1041.43,23.51,72.39,Clay,Wheat,NPK,No,South,3.357
863.92,24.91,53.39,Sandy,Sugarcane,Urea,Yes,East,68.34
501.35,40.31,54.48,Sandy,Rice,Compost,Yes,North,3.192
1262.1,23.91,60.16,Loamy,Cotton,Compost,Yes,East,1.767
948.82,26.13,72.38,Silty,Wheat,Compost,Yes,East,3.35
733.67,28.07,55.66,Loamy,Maize,NPK,Yes,Central,7.575
901.56,29.73,56.37,Clay,Wheat,DAP,No,East,3.573
666.17,27.52,46.99,Peaty,Maize,None,Yes,Central,5.139
971.29,35.87,66.67,Peaty,Sugarcane,Compost,Yes,South,56.543
998.56,28.18,61.01,Sandy,Rice,Compost,Yes,South,3.964
917.72,26.25,59.99,Peaty,Wheat,NPK,Yes,South,3.586
661.02,31.78,44.77,Peaty,Soybean,DAP,Yes,Central,3.06
719.53,22.57,48.13,Peaty,Cotton,Urea,No,Central,1.958
789.58,29.7,41.7,Clay,Sugarcane,NPK,Yes,South,77.637
667.68,25.15,49.28,Peaty,Wheat,Compost,No,Central,3.136
699.85,33.43,50.16,Peaty,Cotton,NPK,Yes,West,2.409
798.05,33.81,45.2,Peaty,Wheat,None,No,West,1.988
563.27,26.13,50.69,Loamy,Maize,DAP,Yes,Central,7.691
673.42,22.65,50.68,Clay,Wheat,DAP,No,Central,2.937
399.24,17.69,42.18,Sandy,Soybean,DAP,No,North,1.784
483.33,28.13,42.81,Loamy,Wheat,DAP,No,North,3.37
1150.08,16.34,64.33,Silty,Wheat,NPK,No,East,2.972
919.52,26.57,52.17,Clay,Soybean,NPK,No,East,3.025
985.6,24.2,72.87,Clay,Sugarcane,Compost,No,East,68.614
714.48,29.79,52.82,Silty,Wheat,Urea,No,South,3.724
565.83,26.93,58.66,Silty,Soybean,DAP,No,West,3.225
667.74,24.17,44.19,Unknown,Cotton,DAP,No,South,2.252
741.81,31.25,53.54,Sandy,Maize,NPK,Yes,Central,6.375
605.21,21.54,44.48,Peaty,Maize,Urea,Yes,North,6.875
750.53,29.82,58.42,Clay,Wheat,NPK,No,Central,3.493
760.17,37.31,54.7,Peaty,Sugarcane,NPK,Yes,Central,70.509
600.81,31.83,67.84,Peaty,Sugarcane,NPK,No,North,70.466
471.06,24.97,46.39,Silty,Cotton,DAP,Yes,Central,2.522
881.83,21.91,43.55,Sandy,Wheat,NPK,Yes,East,3.243
213.44,31.67,43.79,Loamy,Maize,Compost,No,North,4.314
630.46,20.88,54.19,Sandy,Sugarcane,NPK,Yes,Central,85.882
869.39,27.03,52.38,Peaty,Wheat,DAP,Yes,East,3.733
994.2,30.62,53.85,Sandy,Sugarcane,Compost,Yes,East,51.053
1018.92,21.96,50.8,Silty,Soybean,Compost,Yes,West,3.024
1117.34,21.68,66.2,Loamy,Sugarcane,Urea,No,East,62.097
1129.44,20.41,67.32,Silty,Maize,DAP,Yes,South,6.916
673.21,34.97,72.92,Loamy,Rice,None,No,North,4.153
534.99,35.49,49.37,Peaty,Cotton,Urea,Yes,North,1.782
548.54,35.42,52.19,Loamy,Cotton,DAP,No,North,2.142
829.69,36.09,54.66,Loamy,Maize,DAP,Yes,Central,7.223
737.25,23.83,76.4,Loamy,Sugarcane,Compost,Yes,Central,84.236
856.81,17.94,62.08,Sandy,Wheat,Urea,Yes,South,2.855
1213.97,35.52,64.3,Sandy,Sugarcane,Compost,Yes,East,33.771
766.71,31.65,72.16,Peaty,Maize,Urea,Yes,Central,6.377
786.22,31.24,55.25,Loamy,Cotton,Urea,No,East,2.454
972.94,21.8,87.8,Clay,Sugarcane,NPK,Yes,East,64.73
707.54,27.49,67.46,Peaty,Cotton,DAP,Yes,Central,2.514
639.34,27.8,52.62,Loamy,Wheat,None,Yes,Central,3.839
842.23,26.68,60.95,Loamy,Cotton,Urea,No,South,2.568
587.41,22.75,52.76,Sandy,Cotton,DAP,Yes,West,2.199
282.29,17.5,51.68,Peaty,Rice,Urea,Yes,North,3.975
405.62,23.24,43.48,Loamy,Rice,DAP,Yes,Central,5.926
601.99,12.64,68.81,Loamy,Soybean,None,No,Central,1.752
939.93,24.94,53.58,Peaty,Rice,NPK,No,East,4.875
449.11,23.93,51.02,Clay,Cotton,Urea,Yes,West,2.24
546.37,21.16,53.87,Unknown,Maize,Compost,Yes,Central,6.223
612.03,29.0,49.72,Peaty,Cotton,Compost,Yes,West,2.142
704.66,25.28,43.78,Clay,Maize,Urea,No,North,5.342
1144.79,25.64,64.82,Peaty,Maize,Urea,Yes,East,5.026
1049.82,33.95,62.98,Loamy,Rice,None,No,South,4.219
398.45,25.39,45.34,Peaty,Sugarcane,None,Yes,North,48.129
616.66,29.27,50.02,Clay,Wheat,None,Yes,West,3.189
835.35,21.58,57.94,Silty,Rice,NPK,Yes,West,6.642
559.76,28.28,55.67,Peaty,Rice,NPK,No,North,4.511
581.08,26.49,61.02,Sandy,Sugarcane,DAP,No,West,70.448
933.33,27.46,62.52,Loamy,Wheat,Urea,No,South,4.17
644.23,20.88,49.45,Loamy,Cotton,Urea,Yes,South,2.447
714.33,21.35,51.57,Sandy,Soybean,NPK,Yes,West,3.552
882.05,25.27,55.69,Sandy,Soybean,NPK,Yes,West,3.356
1083.69,33.65,58.07,Peaty,Cotton,NPK,Yes,South,1.91
623.34,19.8,43.65,Sandy,Rice,None,Yes,West,3.193
822.16,35.4,50.21,Silty,Wheat,NPK,Yes,Central,3.533
742.55,23.47,59.67,Clay,Rice,None,Yes,East,5.573
741.75,27.42,49.7,Sandy,Maize,Urea,Yes,Central,6.096
604.3,32.01,52.37,Sandy,Rice,NPK,No,West,4.227
627.58,25.22,52.56,Silty,Rice,Compost,Yes,West,6.506
1015.57,25.78,63.98,Loamy,Cotton,DAP,No,East,2.64
708.14,34.23,48.88,Loamy,Cotton,None,Yes,West,2.137
782.19,32.48,29.18,Peaty,Cotton,NPK,No,East,1.895
752.93,30.5,50.13,Silty,Soybean,Urea,Yes,South,3.625
961.56,26.27,51.84,Clay,Maize,Urea,Yes,East,5.194
733.2,26.62,37.86,Clay,Cotton,NPK,No,East,2.281
720.59,21.64,53.87,Silty,Wheat,Compost,Yes,Central,3.877
774.91,25.58,50.02,Clay,Soybean,None,No,West,2.911
1108.82,27.34,61.96,Loamy,Sugarcane,Urea,No,South,85.416
564.46,26.83,55.48,Clay,Wheat,Urea,Yes,North,3.906
1282.96,28.48,60.05,Clay,Wheat,DAP,No,East,2.356
544.74,32.56,51.64,Silty,Cotton,Urea,No,North,2.1
461.48,19.44,49.47,Silty,Sugarcane,Urea,Yes,West,72.77
991.61,23.83,75.82,Clay,Sugarcane,None,No,East,58.281
519.15,32.72,40.23,Sandy,Soybean,DAP,No,North,2.727
777.42,39.33,45.92,Silty,Sugarcane,DAP,Yes,Central,56.571
590.59,21.63,56.63,Peaty,Maize,Urea,Yes,North,6.482
729.89,23.87,65.12,Peaty,Cotton,DAP,Yes,Central,2.365
1045.04,20.46,72.36,Loamy,Sugarcane,NPK,No,South,87.15
585.51,16.82,37.27,Clay,Soybean,Compost,No,West,2.573
630.81,28.37,38.41,Sandy,Maize,NPK,No,North,5.059
1042.13,29.97,59.91,Loamy,Rice,DAP,Yes,East,5.878
667.09,25.5,59.01,Clay,Rice,DAP,Yes,West,4.833
540.14,25.55,47.75,Silty,Maize,Compost,No,North,5.761
809.31,26.44,46.77,Peaty,Soybean,DAP,Yes,East,3.576
961.91,24.16,49.05,Sandy,Maize,NPK,No,East,5.387
971.53,26.78,67.72,Peaty,Cotton,DAP,No,East,1.922
891.59,33.93,66.36,Silty,Cotton,NPK,Yes,East,2.589
346.32,22.86,51.97,Clay,Rice,Urea,Yes,North,4.742
816.52,25.58,55.93,Silty,Sugarcane,NPK,Yes,South,93.737
628.99,26.36,45.64,Silty,Soybean,None,No,Central,2.765
498.95,24.16,34.71,Peaty,Rice,Compost,No,Central,4.051
498.8,27.34,37.96,Sandy,Sugarcane,Compost,No,Central,55.446
586.21,14.5,35.42,Silty,Sugarcane,None,Yes,South,53.471
1044.26,29.86,58.48,Peaty,Cotton,Compost,Yes,East,2.087
1146.71,22.14,66.66,Sandy,Wheat,DAP,No,East,2.534
652.42,22.8,53.57,Clay,Wheat,DAP,Yes,West,3.855
639.35,26.16,64.12,Clay,Maize,NPK,No,Central,6.785
491.5,20.05,51.26,Loamy,Cotton,NPK,Yes,Central,2.606
669.27,33.66,40.23,Peaty,Sugarcane,DAP,Yes,East,74.392
695.05,22.88,52.81,Sandy,Soybean,DAP,Yes,Central,3.138
1092.35,40.16,61.0,Silty,Wheat,None,Yes,East,1.942
875.14,30.15,61.5,Clay,Sugarcane,Urea,No,East,72.359
1158.31,24.16,69.95,Sandy,Wheat,DAP,Yes,East,2.798
446.67,25.47,52.71,Peaty,Wheat,Urea,No,North,3.12
712.75,27.74,50.36,Loamy,Wheat,NPK,Yes,North,4.573
432.88,35.49,59.7,Clay,Soybean,Urea,Yes,North,2.584
150.56,31.75,49.7,Sandy,Cotton,NPK,Yes,North,1.632
993.95,31.38,39.16,Sandy,Soybean,Urea,Yes,South,2.706
511.57,25.47,56.34,Sandy,Rice,NPK,Yes,West,5.493
418.63,24.17,41.29,Peaty,Sugarcane,NPK,No,West,59.896
1072.24,30.19,47.41,Unknown,Cotton,DAP,Yes,East,2.025
566.59,33.67,53.35,Peaty,Cotton,Compost,Yes,Central,1.783
338.07,26.31,65.35,Silty,Cotton,DAP,Yes,North,2.393
846.71,23.58,56.51,Sandy,Cotton,DAP,Yes,West,2.372
619.29,21.83,50.07,Clay,Soybean,NPK,Yes,West,3.497
334.74,18.63,47.47,Peaty,Cotton,DAP,No,North,1.638
830.53,24.77,75.73,Peaty,Maize,NPK,Yes,South,6.579
1219.88,25.73,62.25,Sandy,Sugarcane,Urea,Yes,South,55.268
666.85,26.9,61.2,Peaty,Cotton,Urea,No,West,2.188
803.72,29.71,52.89,Silty,Sugarcane,DAP,Yes,South,81.559
625.21,24.66,47.86,Silty,Maize,Compost,Yes,North,6.96
581.85,35.98,62.93,Peaty,Maize,Compost,Yes,West,4.981
473.59,21.31,40.65,Sandy,Sugarcane,NPK,Yes,North,71.924
801.54,30.41,62.0,Sandy,Wheat,Urea,Yes,South,2.919
678.09,20.9,50.83,Sandy,Rice,Urea,No,North,4.117
929.21,22.75,52.53,Loamy,Wheat,NPK,No,South,4.108
1113.34,28.41,58.92,Peaty,Wheat,NPK,No,South,3.2
596.03,32.22,33.91,Unknown,Soybean,Urea,Yes,North,2.312
1129.14,25.6,54.18,Silty,Wheat,Compost,No,South,2.893
1097.51,27.42,63.02,Clay,Cotton,DAP,Yes,East,2.309
511.01,33.31,48.24,Clay,Soybean,NPK,Yes,North,3.232
979.69,20.89,52.03,Sandy,Soybean,NPK,Yes,East,2.931
824.18,30.85,68.34,Clay,Maize,NPK,Yes,North,6.753
1095.57,23.55,53.96,Clay,Wheat,NPK,No,South,3.09
1132.01,28.22,74.14,Loamy,Maize,DAP,No,South,6.238
498.88,29.7,51.15,Silty,Sugarcane,NPK,No,West,66.641
368.72,21.12,45.27,Silty,Rice,Compost,No,West,3.812
873.53,23.27,58.22,Loamy,Soybean,Urea,No,East,3.761
924.82,30.33,60.85,Loamy,Sugarcane,Compost,Yes,South,85.153
553.17,25.7,43.42,Clay,Sugarcane,None,Yes,West,57.451
904.11,23.43,50.65,Peaty,Cotton,NPK,No,South,2.171
482.32,27.97,48.04,Clay,Rice,Urea,Yes,North,5.15
385.3,21.6,51.2,Loamy,Sugarcane,NPK,No,West,80.214
1064.33,21.09,66.6,Silty,Sugarcane,NPK,Yes,East,78.837
654.63,15.06,63.06,Unknown,Rice,DAP,Yes,West,4.886
1099.4,28.8,52.16,Peaty,Rice,Compost,Yes,South,4.171
723.98,27.16,57.33,Clay,Sugarcane,NPK,No,Central,73.994
817.4,29.7,56.24,Sandy,Rice,DAP,Yes,Central,5.444
777.11,33.11,51.28,Clay,Sugarcane,Urea,No,South,64.995
602.05,25.79,68.07,Loamy,Sugarcane,NPK,Yes,North,98.038
771.29,26.65,58.88,Silty,Cotton,None,No,West,2.256
783.45,28.72,67.1,Silty,Wheat,NPK,Yes,Central,4.289
516.02,24.15,23.41,Loamy,Sugarcane,NPK,Yes,North,76.451
952.57,19.71,67.43,Sandy,Maize,DAP,Yes,South,5.794
643.41,21.24,57.16,Loamy,Soybean,Urea,Yes,North,3.948
1080.21,26.8,67.22,Clay,Wheat,Compost,Yes,South,2.844
565.83,32.0,48.97,Loamy,Wheat,DAP,No,West,3.781
382.48,34.84,64.54,Loamy,Wheat,NPK,Yes,North,3.231
525.3,25.58,48.93,Sandy,Cotton,Urea,Yes,West,2.026
571.81,27.84,51.29,Clay,Sugarcane,DAP,Yes,North,89.359
900.66,36.35,50.19,Peaty,Cotton,DAP,Yes,South,1.887
994.1,29.58,59.57,Peaty,Sugarcane,None,Yes,South,47.699
674.62,27.69,52.1,Silty,Cotton,Urea,Yes,North,2.807
617.22,28.05,60.92,Loamy,Cotton,Urea,Yes,South,2.794
927.84,29.91,63.63,Silty,Soybean,Urea,Yes,East,3.226
1031.84,20.9,70.02,Sandy,Maize,NPK,Yes,East,6.262
817.28,30.8,55.48,Peaty,Cotton,Urea,No,West,2.214
991.99,29.2,57.13,Loamy,Soybean,Urea,Yes,East,3.911
1204.82,32.44,71.17,Sandy,Rice,Urea,Yes,East,3.024
782.71,29.47,56.92,Sandy,Maize,NPK,Yes,Central,6.315
757.12,32.11,36.26,Loamy,Cotton,Urea,Yes,Central,2.338
683.47,22.39,50.05,Sandy,Wheat,DAP,Yes,Central,3.083
696.31,24.02,36.44,Loamy,Rice,DAP,No,Central,5.7
949.62,27.76,52.47,Loamy,Rice,Compost,Yes,South,6.042
620.69,23.24,60.62,Clay,Soybean,NPK,No,West,3.311
816.88,31.28,53.65,Silty,Rice,Compost,Yes,West,5.314
1131.94,19.92,60.48,Sandy,Maize,None,No,East,3.366
829.7,26.2,55.04,Sandy,Cotton,None,No,West,1.728
844.02,24.17,56.97,Clay,Cotton,DAP,Yes,East,2.511
489.09,23.29,47.1,Clay,Wheat,NPK,Yes,West,3.75
623.19,26.975,67.0,Clay,Soybean,NPK,Yes,North,3.858
537.91,27.21,37.13,Peaty,Wheat,NPK,No,North,3.11
688.83,26.58,55.61,Peaty,Rice,DAP,Yes,West,5.306
732.39,36.52,59.1,Peaty,Wheat,Compost,Yes,South,2.404
781.3,39.44,48.47,Loamy,Maize,DAP,Yes,East,4.984
684.89,21.66,58.86,Sandy,Cotton,NPK,Yes,West,2.411
886.02,17.48,52.38,Silty,Rice,Urea,No,East,4.385
807.12,21.0,59.98,Loamy,Wheat,Urea,No,Central,3.971
557.69,26.69,41.06,Sandy,Soybean,DAP,Yes,West,2.589
766.88,32.63,56.04,Sandy,Maize,Urea,Yes,South,5.048
360.0,24.59,65.04,Clay,Maize,Compost,Yes,Central,5.984
837.13,29.89,49.5,Clay,Wheat,Urea,No,West,3.065
654.63,23.0,49.77,Loamy,Cotton,DAP,No,North,2.668
425.65,24.56,61.71,Clay,Wheat,None,Yes,West,2.852
250.38,27.83,54.9,Sandy,Rice,DAP,Yes,North,4.634
460.44,26.94,63.2,Clay,Wheat,NPK,No,North,3.427
792.1,26.82,52.89,Peaty,Maize,Urea,Yes,West,5.989
